"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.surveycode","Approve","Reject"
"3TX9T2ZCBBLQUS2CDF8JS2N90LHWZJ","3N0UI6O13XXWMUDI72VHU0MAN6KQQK","Image Similarity","Select which of two images is most similar to a third image","Image Comparisons","$1.00","Thu Jul 11 13:47:40 PDT 2019","10","BatchId:3702643;OriginalHitTemplateId:920937340;","1800","259200","Fri Jul 12 13:47:40 PDT 2019","","","30LB5CDZNFU08MZLAAK0ARAR0L9Z0I","A37VBAMFEQKJO4","Approved","Thu Jul 11 13:58:52 PDT 2019","Thu Jul 11 14:18:02 PDT 2019","Sun Jul 14 14:18:02 PDT 2019","Sun Jul 14 14:18:45 PDT 2019","","","1150","100% (1/1)","100% (1/1)","100% (1/1)","iCl5DKdXeHAcQBhRVUA6Q2Im4elTSg"
"3TX9T2ZCBBLQUS2CDF8JS2N90LHWZJ","3N0UI6O13XXWMUDI72VHU0MAN6KQQK","Image Similarity","Select which of two images is most similar to a third image","Image Comparisons","$1.00","Thu Jul 11 13:47:40 PDT 2019","10","BatchId:3702643;OriginalHitTemplateId:920937340;","1800","259200","Fri Jul 12 13:47:40 PDT 2019","","","35GCEFQ6I88WPEYITX2JCP8Y3XSZ3C","ATN07GFZ7CKKU","Approved","Thu Jul 11 13:51:39 PDT 2019","Thu Jul 11 14:15:09 PDT 2019","Sun Jul 14 14:15:09 PDT 2019","Sun Jul 14 14:15:45 PDT 2019","","","1410","100% (1/1)","100% (1/1)","100% (1/1)","oymFliJPLqRjabyX1DyTmnVwYvrIoL"
"3TX9T2ZCBBLQUS2CDF8JS2N90LHWZJ","3N0UI6O13XXWMUDI72VHU0MAN6KQQK","Image Similarity","Select which of two images is most similar to a third image","Image Comparisons","$1.00","Thu Jul 11 13:47:40 PDT 2019","10","BatchId:3702643;OriginalHitTemplateId:920937340;","1800","259200","Fri Jul 12 13:47:40 PDT 2019","","","35K3O9HUAEXTUVNFH5P8SOWDIHOFEV","A19OCD2Q0K2U6M","Approved","Thu Jul 11 13:48:06 PDT 2019","Thu Jul 11 14:06:17 PDT 2019","Sun Jul 14 14:06:17 PDT 2019","Sun Jul 14 14:06:45 PDT 2019","","","1091","100% (1/1)","100% (1/1)","100% (1/1)","0LEXjoHc7R3m6VerWA1ymhTssdmt33"
"3TX9T2ZCBBLQUS2CDF8JS2N90LHWZJ","3N0UI6O13XXWMUDI72VHU0MAN6KQQK","Image Similarity","Select which of two images is most similar to a third image","Image Comparisons","$1.00","Thu Jul 11 13:47:40 PDT 2019","10","BatchId:3702643;OriginalHitTemplateId:920937340;","1800","259200","Fri Jul 12 13:47:40 PDT 2019","","","3A0EX8ZRNB81NJSQC4F6G1X8LV5YBF","A9ZCY6FLUCIU1","Approved","Thu Jul 11 14:24:26 PDT 2019","Thu Jul 11 14:39:38 PDT 2019","Sun Jul 14 14:39:38 PDT 2019","Sun Jul 14 14:39:45 PDT 2019","","","912","100% (1/1)","100% (1/1)","100% (1/1)","5p4wFLNjKE9mu8GSVAdQyvbkUR2Sha"
"3TX9T2ZCBBLQUS2CDF8JS2N90LHWZJ","3N0UI6O13XXWMUDI72VHU0MAN6KQQK","Image Similarity","Select which of two images is most similar to a third image","Image Comparisons","$1.00","Thu Jul 11 13:47:40 PDT 2019","10","BatchId:3702643;OriginalHitTemplateId:920937340;","1800","259200","Fri Jul 12 13:47:40 PDT 2019","","","3DUZQ9U6SP8J0BENIFEHZR3E72USV6","ASIULWA5R4JYU","Approved","Thu Jul 11 14:47:51 PDT 2019","Thu Jul 11 15:14:19 PDT 2019","Sun Jul 14 15:14:19 PDT 2019","Sun Jul 14 15:14:45 PDT 2019","","","1588","100% (2/2)","100% (1/1)","100% (1/1)","yDWOnGTCwlAI97IlJkhjhLB0b9vfpS"
"3TX9T2ZCBBLQUS2CDF8JS2N90LHWZJ","3N0UI6O13XXWMUDI72VHU0MAN6KQQK","Image Similarity","Select which of two images is most similar to a third image","Image Comparisons","$1.00","Thu Jul 11 13:47:40 PDT 2019","10","BatchId:3702643;OriginalHitTemplateId:920937340;","1800","259200","Fri Jul 12 13:47:40 PDT 2019","","","3HRMW88U19A09F02VLU62PEILHQ0M1","A3Q0XAGQ7TD7MP","Approved","Thu Jul 11 13:47:49 PDT 2019","Thu Jul 11 14:07:29 PDT 2019","Sun Jul 14 14:07:29 PDT 2019","Sun Jul 14 14:07:45 PDT 2019","","","1180","100% (2/2)","100% (1/1)","100% (1/1)","oGsrQeuixKo5AejG0RMAbChq1bq49u"
"3TX9T2ZCBBLQUS2CDF8JS2N90LHWZJ","3N0UI6O13XXWMUDI72VHU0MAN6KQQK","Image Similarity","Select which of two images is most similar to a third image","Image Comparisons","$1.00","Thu Jul 11 13:47:40 PDT 2019","10","BatchId:3702643;OriginalHitTemplateId:920937340;","1800","259200","Fri Jul 12 13:47:40 PDT 2019","","","3KYQYYSHYYRI82M8KDXE90N6A6HDOP","A15PHPJA7AWCS3","Approved","Thu Jul 11 14:12:58 PDT 2019","Thu Jul 11 14:34:15 PDT 2019","Sun Jul 14 14:34:15 PDT 2019","Sun Jul 14 14:34:45 PDT 2019","","","1277","100% (3/3)","100% (1/1)","100% (1/1)","gm6yULFCpCBnFVZd3r3aVwadC42971"
"3TX9T2ZCBBLQUS2CDF8JS2N90LHWZJ","3N0UI6O13XXWMUDI72VHU0MAN6KQQK","Image Similarity","Select which of two images is most similar to a third image","Image Comparisons","$1.00","Thu Jul 11 13:47:40 PDT 2019","10","BatchId:3702643;OriginalHitTemplateId:920937340;","1800","259200","Fri Jul 12 13:47:40 PDT 2019","","","3LRKMWOKB8174W2ZPXOETF36XJ12ZD","AF3ZX7P8W0536","Approved","Thu Jul 11 14:38:16 PDT 2019","Thu Jul 11 15:00:05 PDT 2019","Sun Jul 14 15:00:05 PDT 2019","Sun Jul 14 15:00:45 PDT 2019","","","1309","100% (1/1)","100% (1/1)","100% (1/1)","Pit87OR0RZDp4gtBDwcwb81jHb3Sy6"
"3TX9T2ZCBBLQUS2CDF8JS2N90LHWZJ","3N0UI6O13XXWMUDI72VHU0MAN6KQQK","Image Similarity","Select which of two images is most similar to a third image","Image Comparisons","$1.00","Thu Jul 11 13:47:40 PDT 2019","10","BatchId:3702643;OriginalHitTemplateId:920937340;","1800","259200","Fri Jul 12 13:47:40 PDT 2019","","","3UJ1CZ6IZK922HZ8COW4VT9FUEN5S7","A3RT82GOZ3OGJO","Approved","Thu Jul 11 14:19:00 PDT 2019","Thu Jul 11 14:32:16 PDT 2019","Sun Jul 14 14:32:16 PDT 2019","Sun Jul 14 14:32:45 PDT 2019","","","796","100% (1/1)","100% (1/1)","100% (1/1)","onCuaqbNPGdEnBGmmDx8RLK6mfm18A"
"3TX9T2ZCBBLQUS2CDF8JS2N90LHWZJ","3N0UI6O13XXWMUDI72VHU0MAN6KQQK","Image Similarity","Select which of two images is most similar to a third image","Image Comparisons","$1.00","Thu Jul 11 13:47:40 PDT 2019","10","BatchId:3702643;OriginalHitTemplateId:920937340;","1800","259200","Fri Jul 12 13:47:40 PDT 2019","","","3Z2R0DQ0JKY9T1B3TAA1852O9DP2E4","A1ZK3LRUC4ICY7","Approved","Thu Jul 11 14:28:11 PDT 2019","Thu Jul 11 14:51:11 PDT 2019","Sun Jul 14 14:51:11 PDT 2019","Sun Jul 14 14:51:45 PDT 2019","","","1380","100% (1/1)","100% (1/1)","100% (1/1)","bHoQviW0zDmSd2ryHCtuSQqKhqti7F"
