"","Participant.ID","Timestamp","Left","Right","Answer","Alg.Label","Response.Time..s.","Participant.ID.sub","Condition","Session"
"1","bf151d2708c0b425f4ff665459a640_LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","2019-07-11 17:22:34.859404","DAM3D061_T_CYDedit","DAM3D052_P_CYAedit","DAM3D061_T_CYDedit","Train",8.414,"LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","CYLINDER_DuelingBandits","bf151d2708c0b425f4ff665459a640"
"2","bf151d2708c0b425f4ff665459a640_LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","2019-07-11 17:22:37.065926","DAM3D017_T_CYDedit","DAM3D067_P_CYDedit","DAM3D017_T_CYDedit","Train",1.703,"LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","CYLINDER_DuelingBandits","bf151d2708c0b425f4ff665459a640"
"3","bf151d2708c0b425f4ff665459a640_LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","2019-07-11 17:22:39.009821","DAM3D022_T_CYDedit","DAM3D011_T_CYDedit","DAM3D011_T_CYDedit","Train",1.419,"LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","CYLINDER_DuelingBandits","bf151d2708c0b425f4ff665459a640"
"4","bf151d2708c0b425f4ff665459a640_LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","2019-07-11 17:22:43.219860","DAM3D002_P_CYDedit","DAM3D029_F_CYDedit","DAM3D002_P_CYDedit","Train",3.609,"LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","CYLINDER_DuelingBandits","bf151d2708c0b425f4ff665459a640"
"5","bf151d2708c0b425f4ff665459a640_LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","2019-07-11 17:22:45.082421","DAM3D039_F_CYAedit","DAM3D031_P_CYDedit","DAM3D039_F_CYAedit","Train",1.351,"LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","CYLINDER_DuelingBandits","bf151d2708c0b425f4ff665459a640"
"6","bf151d2708c0b425f4ff665459a640_LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","2019-07-11 17:22:47.389616","DAM3D050_P_CYDedit","DAM3D064_P_CYDedit","DAM3D064_P_CYDedit","Train",1.8,"LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","CYLINDER_DuelingBandits","bf151d2708c0b425f4ff665459a640"
"7","bf151d2708c0b425f4ff665459a640_LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","2019-07-11 17:22:53.444273","DAM3D050_F_CYDedit","DAM3D003_F_CYAedit","DAM3D050_F_CYDedit","Test",5.461,"LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","CYLINDER_DuelingBandits","bf151d2708c0b425f4ff665459a640"
"8","bf151d2708c0b425f4ff665459a640_LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","2019-07-11 17:22:55.595767","DAM3D060_P_CYDedit","DAM3D056_P_CYDedit","DAM3D060_P_CYDedit","Train",1.633,"LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","CYLINDER_DuelingBandits","bf151d2708c0b425f4ff665459a640"
"9","bf151d2708c0b425f4ff665459a640_LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","2019-07-11 17:22:59.300831","DAM3D056_F_CYAedit","DAM3D066_T_CYAedit","DAM3D066_T_CYAedit","Train",3.065,"LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","CYLINDER_DuelingBandits","bf151d2708c0b425f4ff665459a640"
"10","bf151d2708c0b425f4ff665459a640_LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","2019-07-11 17:23:00.848732","DAM3D034_F_CYAedit","DAM3D032_F_CYAedit","DAM3D032_F_CYAedit","Train",1.034,"LgfxmTf3YgFk5FkGNdK8Xox3mdkYiI","CYLINDER_DuelingBandits","bf151d2708c0b425f4ff665459a640"
